col1,Unnamed: 0,_RAJ2000_1,_DEJ2000_1,LAMOST_sep,umag,gmag,rmag,Hamag,imag,Jmag,Hmag,Kmag,original_index,model_prob,H_alfa,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist
705,707,92.9310159,24.1635244,2.0,14.38,14.4,13.73,13.55,13.48,13.05,12.95,12.9,705.00,0.1,0.0,J061143.45+240949.3,92.9310507,24.1637052,0.0487,0.0466,165.8,12.865,12.867,11.827,8.735,0.025,0.028,,,0.02,0.027,0.021,924124201351029194,0000,0,00nn,AAUU,6,82,-55,88,0.043,0.660922
50,50,92.9310369,24.1637125,2.0,14.38,14.4,13.73,13.55,13.48,13.05,12.95,12.9,50.00,0.1,0.0,J061143.45+240949.3,92.9310507,24.1637052,0.0487,0.0466,165.8,12.865,12.867,11.827,8.735,0.025,0.028,,,0.02,0.027,0.021,924124201351029194,0000,0,00nn,AAUU,6,82,-55,88,0.043,0.052222
790,792,92.933436,23.950561,2.0,13.56,13.67,12.98,12.78,12.72,12.16,12.08,12.0,790.00,0.21,0.0,J061144.00+235702.0,92.9333671,23.9505572,0.042,0.0391,8.8,11.84,11.838,11.717,8.586,0.023,0.022,0.251,,0.021,0.023,0.02,924124201351021193,0000,1,33nn,AABU,178,61,121,58,0.243,0.226992
723,725,92.9441289,23.7655114,2.0,13.63,13.22,12.84,12.67,12.69,12.34,12.3,12.22,723.00,0.06,0.0,J061146.59+234555.8,92.9441473,23.7655136,0.0448,0.0426,162.9,12.209,12.252,11.893,8.331,0.024,0.025,,,0.02,0.022,0.023,924124201351021254,0000,0,11nn,AAUU,1,78,-55,86,0.087,0.061296
721,723,92.9441785,23.765502,2.0,13.63,13.22,12.84,12.67,12.69,12.34,12.3,12.22,721.00,0.06,0.0,J061146.59+234555.8,92.9441473,23.7655136,0.0448,0.0426,162.9,12.209,12.252,11.893,8.331,0.024,0.025,,,0.02,0.022,0.023,924124201351021254,0000,0,11nn,AAUU,1,78,-55,86,0.087,0.110805
509,510,92.96136,25.49007,2.0,13.54,12.15,12.02,11.39,11.63,11.4,11.29,11.16,509.00,0.64,1.0,J061150.74+252924.3,92.9614241,25.4900925,0.0404,0.0378,168.5,10.944,10.727,10.037,8.353,0.024,0.021,0.067,,0.02,0.022,0.021,933125701351015756,0000,0,000n,AAAU,14,46,24,46,0.045,0.223551
153,153,92.968107,23.729066,2.0,13.38,12.59,12.1,11.45,11.59,11.29,11.23,11.15,153.00,0.44,1.0,J061152.34+234344.6,92.9681085,23.7290702,0.0404,0.0385,174.5,11.191,11.172,11.21,8.461,0.023,0.022,0.162,,0.02,0.022,0.017,924124201351002886,0000,0,00nn,AABU,-55,47,3,51,0.047,0.015898
187,187,92.979381,23.618679,2.0,14.39,14.62,14.18,13.99,13.96,13.5,13.39,13.34,187.00,0.1,0.0,J061155.07+233707.5,92.9794674,23.6187539,0.0521,0.0491,164.8,13.081,13.102,12.538,8.69,0.025,0.032,,,0.024,0.03,0.029,924124201351003099,0000,1,01nn,AAUU,-108,100,24,104,0.429,0.392335
661,663,93.138295,23.8281472,2.0,13.15,11.87,12.29,11.82,11.8,10.73,10.76,10.64,661.00,0.07,0.0,J061233.18+234941.0,93.1382673,23.8280587,0.0376,0.0357,172.6,10.348,10.372,10.435,8.864,0.022,0.02,0.094,0.473,0.031,0.042,0.031,924124201351023616,0000,1,011n,AAAC,-127,42,-111,42,0.431,0.331353
473,474,93.2336456,24.1348269,2.0,13.87,13.61,13.06,12.9,12.87,12.4,12.34,12.27,473.00,0.13,0.0,J061256.08+240805.3,93.2336764,24.1348103,0.0451,0.0423,0.8,12.253,12.261,11.715,8.836,0.024,0.025,,,0.021,0.027,0.025,924124201351026199,0000,0,01nn,AAUU,-39,73,73,78,0.125,0.11756
19,19,93.26622,24.248615,2.0,13.95,12.85,12.57,12.26,12.21,11.75,11.69,11.62,19.00,0.13,0.0,J061303.89+241455.0,93.2662205,24.2486266,0.0408,0.0378,1.4,11.559,11.581,11.701,8.67,0.023,0.022,,,0.02,0.027,0.027,924124201351026138,0000,0,11nn,AAUU,-15,62,23,66,0.018,0.041749
741,743,93.2667712,24.3723011,2.0,14.44,14.36,13.57,13.37,13.23,12.62,12.54,12.43,741.00,0.04,0.0,J061304.03+242220.3,93.2668322,24.3723313,0.0444,0.0426,152.8,12.337,12.372,12.276,9.001,0.024,0.025,0.508,,0.021,0.03,0.03,924124201351026325,0000,0,01nn,AACU,11,74,25,77,0.128,0.227797
735,737,93.3526035,23.4083332,2.0,14.82,14.73,14.2,13.98,13.88,13.26,13.11,12.98,735.00,0.06,0.0,J061324.62+232429.9,93.3526227,23.4083058,0.049,0.0481,9.6,13.009,12.995,12.128,8.86,0.025,0.029,,,0.022,0.025,0.024,928122701351052339,0000,0,00nn,AAUU,-78,90,-78,95,0.122,0.117288
368,369,93.8743346,25.4351889,2.0,15.25,14.87,13.97,13.81,13.7,13.19,13.09,13.0,368.00,0.1,0.0,J061529.84+252606.1,93.8743565,25.4350376,0.0474,0.0469,152.5,12.797,12.841,12.321,8.706,0.025,0.027,,,0.031,0.027,0.03,933125701351023998,0000,0,00nn,AAUU,8,90,55,94,0.529,0.549271
10,10,93.885612,23.662258,2.0,14.09,14.69,12.65,12.06,11.94,11.38,11.25,11.18,10.00,0.06,0.0,J061532.54+233944.1,93.8855995,23.6622589,0.0408,0.0378,166.5,11.094,11.107,10.982,8.914,0.023,0.022,0.16,,0.02,0.021,0.02,941124201351007146,0h00,0,11nn,AABU,69,47,45,55,0.035,0.04137
674,676,94.1961806,24.0379178,2.0,13.85,13.62,12.62,12.41,12.3,11.88,11.79,11.72,674.00,0.08,0.0,J061647.08+240216.5,94.1961952,24.0379308,0.0422,0.0399,161.7,11.626,11.663,12.038,8.246,0.023,0.023,0.423,,0.022,0.023,0.02,941124201351017775,0000,0,00nn,AACU,20,57,80,61,0.067,0.067112
433,434,94.2455333,25.2571656,2.0,14.34,14.64,13.65,13.25,13.33,12.78,12.64,12.49,433.00,0.98,1.0,J061658.92+251525.8,94.2455205,25.2571892,0.0435,0.0413,173.1,12.323,12.161,11.519,8.182,0.024,0.023,0.212,,0.021,0.023,0.024,950125701351011173,0000,0,00nn,AABU,37,63,41,66,0.049,0.094716
834,836,94.245542,25.257194,2.0,14.34,14.64,13.65,13.25,13.33,12.78,12.64,12.49,834.00,0.98,1.0,J061658.92+251525.8,94.2455205,25.2571892,0.0435,0.0413,173.1,12.323,12.161,11.519,8.182,0.024,0.023,0.212,,0.021,0.023,0.024,950125701351011173,0000,0,00nn,AABU,37,63,41,66,0.049,0.072177
751,753,94.6054552,23.8328622,2.0,14.33,14.04,13.38,13.08,13.0,12.36,12.2,12.06,751.00,0.27,1.0,J061825.30+234958.3,94.6054184,23.8328699,0.043,0.0407,177.3,11.977,11.969,11.164,8.864,0.023,0.024,0.196,,0.021,0.033,0.02,941124201351021141,hh00,0,00nn,AABU,54,62,11,70,0.078,0.124163
189,189,95.124137,24.063979,2.0,15.12,15.06,14.41,14.19,13.93,13.36,13.24,13.16,189.00,0.0,0.0,J062029.79+240350.6,95.1241601,24.0640807,0.0489,0.0466,152.5,12.977,12.969,12.345,8.935,0.024,0.029,0.522,,0.023,0.03,0.03,957124201351011315,0000,0,00nn,AACU,-91,87,-62,96,0.402,0.373932
671,673,95.412344,24.977808,2.0,13.51,12.77,12.37,12.05,11.96,11.71,11.59,11.56,671.00,0.04,0.0,J062138.95+245840.0,95.412323,24.9777941,0.0414,0.0393,0.8,11.511,11.534,11.264,8.421,0.024,0.022,0.175,,0.022,0.022,0.021,957124201351057768,0000,0,12nn,AABU,9,52,26,52,0.085,0.084837
313,314,95.984285,6.2352975,2.0,13.36,13.12,12.42,12.1,12.02,11.81,11.69,11.54,313.00,0.05,0.0,J062356.22+061407.1,95.9842708,6.2353142,0.0431,0.0395,158.0,11.74,11.769,11.941,8.232,0.023,0.023,0.334,0.3,0.024,0.024,0.021,956106001351046799,0000,0,00nn,AABB,22,62,107,63,0.063,0.078668
697,699,96.670621,9.3986223,2.0,14.65,14.58,14.05,13.85,13.76,13.16,13.05,12.93,697.00,0.04,0.0,J062640.94+092355.0,96.6706126,9.398634,0.0507,0.0489,173.4,12.867,12.875,11.906,8.225,0.025,0.03,0.378,,0.026,0.022,0.038,965109001351048394,0000,0,11nn,AACU,20,107,-19,110,0.181,0.051718
104,104,97.036163,1.3953582,2.0,14.44,14.52,13.78,13.13,13.34,12.49,12.21,11.92,104.00,1.0,1.0,J062808.67+012343.2,97.0361655,1.3953411,0.0422,0.04,171.7,12.282,12.056,10.798,8.915,0.024,0.023,0.09,0.413,0.023,0.022,0.023,968101501351028232,0000,0,782n,AAAC,15,51,23,52,0.117,0.062208
501,502,99.315126,10.096934,2.0,14.5,13.8,12.77,12.53,12.43,11.82,11.66,11.63,501.00,0.44,0.0,J063715.62+100549.0,99.3151139,10.0969457,0.0421,0.0384,164.4,11.551,11.597,11.391,8.582,0.023,0.022,0.287,,0.023,0.022,0.024,999110601351009328,0000,0,00nn,AABU,84,51,71,49,0.093,0.060113
502,503,99.728,10.447488,2.0,14.44,13.12,12.38,11.96,11.75,11.09,10.87,10.79,502.00,0.06,0.0,J063854.72+102650.9,99.728009,10.4474941,0.0407,0.038,162.5,10.716,10.737,10.918,8.163,0.024,0.021,0.211,,0.023,0.022,0.023,999110601351031536,0000,0,00nn,AABU,18,45,109,43,0.039,0.038634
1062,1064,100.181657,-1.033052,2.0,15.21,14.88,14.38,14.27,13.99,13.4,13.26,13.15,1.062.00,0.0,0.0,J064043.59-010158.9,100.1816574,-1.0330328,0.0508,0.0493,133.0,13.052,13.078,11.91,9.113,0.025,0.031,,,0.027,0.029,0.038,998001601351055411,dd00,0,00nn,AAUU,19,70,136,79,0.137,0.069228
74,74,100.55307,9.502543,2.0,20.28,17.36,15.13,14.61,13.79,11.66,10.64,10.33,74.00,0.09,0.0,J064212.73+093009.3,100.5530536,9.5025888,0.0373,0.0337,177.8,10.115,10.165,9.844,8.246,0.022,0.02,0.05,,0.026,0.022,0.027,1011109001351037382,0000,0,nnnn,AAAU,-180,39,49,37,0.171,0.174869
746,748,100.970449,1.301154,2.0,13.38,14.36,12.33,11.78,11.75,11.54,11.56,11.49,746.00,0.04,0.0,J064352.90+011804.0,100.9704444,1.3011166,0.0387,0.0363,3.0,11.509,11.551,11.412,8.83,0.022,0.021,0.181,0.536,0.022,0.025,0.023,1013101501351016465,0000,0,nnnn,AABC,55,43,126,44,0.182,0.135687
281,281,100.9836472,0.1551842,2.0,13.17,11.53,12.71,12.55,12.45,12.18,12.1,12.07,281.00,0.06,0.0,J064356.07+000918.6,100.9836431,0.1551908,0.0446,0.0414,169.1,12.077,12.144,12.355,8.637,0.023,0.026,,,0.026,0.025,0.028,1013100001351035157,0000,0,00nn,AAUU,27,53,-5,52,0.185,0.028135
794,796,101.0964675,-0.2865164,2.0,14.63,14.75,14.27,14.09,13.9,13.46,13.35,13.3,794.00,0.0,0.0,J064423.14-001711.4,101.096426,-0.2865034,0.0507,0.0499,37.9,13.137,13.133,11.814,8.988,0.025,0.032,,,0.029,0.033,0.043,1013100001351017190,0000,0,21nn,AAUU,-20,76,51,81,0.194,0.156549
620,622,101.10947,11.031923,2.0,12.47,12.25,12.26,11.76,11.83,11.55,11.52,11.49,620.00,0.04,0.0,J064426.26+110154.8,101.1094548,11.0318969,0.0416,0.0383,162.2,11.458,11.501,11.394,8.321,0.022,0.023,0.19,,0.022,0.022,0.021,1015110601351041081,0000,0,00nn,AABU,49,46,-26,45,0.129,0.108347
619,621,101.3984,10.467609,2.0,14.17,12.0,12.21,11.68,11.64,11.43,11.34,11.35,619.00,0.18,0.0,J064535.61+102803.4,101.3983783,10.4676321,0.0394,0.0367,4.6,11.26,11.302,11.171,8.488,0.023,0.021,0.178,0.417,0.024,0.028,0.027,1015110601351031269,00p0,0,11nn,AABC,-4,45,108,46,0.13,0.113364
885,887,101.665527,0.546029,2.0,15.78,15.97,14.02,13.76,13.66,13.07,12.94,12.85,885.00,0.1,1.0,J064639.72+003245.5,101.6655135,0.5459983,0.0513,0.0492,170.0,12.743,12.761,11.449,8.773,0.025,0.031,,,0.024,0.03,0.03,1013100001351055228,0000,0,00nn,AAUU,-71,74,180,77,0.152,0.120792
1066,1068,101.7906069,11.7857369,2.0,13.17,12.05,12.14,11.85,11.86,11.59,11.55,11.46,1.066.00,0.12,0.0,J064709.73+114708.5,101.7905777,11.7857192,0.0408,0.0389,172.2,11.435,11.496,11.784,8.618,0.023,0.022,0.278,0.52,0.025,0.028,0.023,1019112101351015872,dd00,0,11nn,AABC,0,46,0,47,0.15,0.121155
61,61,101.8337936,9.8692697,2.0,13.78,12.4,12.06,11.56,11.57,11.31,11.23,11.22,61.00,0.22,0.0,J064720.11+095209.3,101.833804,9.8692703,0.041,0.0378,171.0,11.204,11.234,11.752,8.599,0.023,0.022,,,0.023,0.025,0.023,1015110601351002799,0000,0,00nn,AAUU,-44,45,70,44,0.036,0.036995
875,877,101.8843667,12.0303378,2.0,13.85,14.15,13.71,13.56,13.58,13.28,13.18,13.11,875.00,0.33,0.0,J064732.24+120149.2,101.8843474,12.030341,0.0519,0.049,136.0,13.131,13.136,12.424,8.734,0.025,0.032,0.487,,0.027,0.034,0.027,1019112101351031471,0000,0,00nn,AACU,2,80,28,84,0.017,0.068807
437,438,101.88438,12.030321,2.0,13.85,14.15,13.71,13.56,13.58,13.28,13.18,13.11,437.00,0.33,0.0,J064732.24+120149.2,101.8843474,12.030341,0.0519,0.049,136.0,13.131,13.136,12.424,8.734,0.025,0.032,0.487,,0.027,0.034,0.027,1019112101351031471,0000,0,00nn,AACU,2,80,28,84,0.017,0.135436
228,228,102.02805,0.891804,2.0,17.09,16.45,15.44,15.15,14.72,13.61,13.34,13.18,228.00,0.0,1.0,J064806.72+005330.4,102.0280296,0.8917901,0.0467,0.0447,167.1,12.989,13.011,10.916,8.028,0.023,0.028,0.149,0.227,0.029,0.031,0.04,1013101501351000244,0000,0,110n,AABB,65,102,51,93,0.061,0.088992
439,440,102.06487,11.615943,2.0,14.67,14.29,13.29,13.16,13.12,12.83,12.81,12.72,439.00,0.21,0.0,J064815.56+113657.3,102.0648667,11.6159256,0.0489,0.048,167.5,12.773,12.811,12.38,9.061,0.025,0.029,0.533,,0.022,0.025,0.026,1019112101351005681,0000,0,00nn,AACU,26,72,-9,75,0.079,0.063701
1,1,102.1820219,12.2026156,2.0,13.52,12.45,12.34,12.09,12.03,11.68,11.62,11.61,1.00,0.08,0.0,J064843.68+121209.4,102.1820018,12.2026174,0.0395,0.038,1.6,11.552,11.577,11.571,9.005,0.023,0.021,0.215,,0.021,0.031,0.021,1019112101351028645,dd00,0,00nn,AABU,71,45,42,45,0.073,0.070921
467,468,102.2386869,11.4750756,2.0,14.05,12.75,12.72,12.36,12.32,12.08,12.08,11.99,467.00,0.09,0.0,J064857.28+112830.2,102.2386698,11.4750825,0.043,0.041,4.4,11.933,11.957,12.109,8.897,0.024,0.023,0.394,,0.024,0.027,0.023,1019112101351002688,0000,0,11nn,AACU,30,51,11,52,0.1,0.065419
445,446,102.2387,11.475078,2.0,14.05,12.75,12.72,12.36,12.32,12.08,12.08,11.99,445.00,0.09,0.0,J064857.28+112830.2,102.2386698,11.4750825,0.043,0.041,4.4,11.933,11.957,12.109,8.897,0.024,0.023,0.394,,0.024,0.027,0.023,1019112101351002688,0000,0,11nn,AACU,30,51,11,52,0.1,0.107944
446,447,102.36025,11.521113,2.0,12.38,12.12,12.37,11.74,11.74,11.51,11.47,11.43,446.00,0.06,0.0,J064926.46+113116.0,102.360252,11.5211253,0.0413,0.0387,151.2,11.424,11.447,11.525,8.914,0.024,0.022,0.241,,0.022,0.021,0.025,1019112101351002498,0000,0,22nn,AABU,-49,46,25,46,0.152,0.04491
481,482,102.4885544,11.5830053,2.0,13.31,12.27,12.37,11.82,11.81,11.68,11.63,11.64,481.00,0.04,0.0,J064957.25+113458.7,102.4885494,11.5829924,0.0419,0.039,164.8,11.615,11.622,11.966,8.612,0.023,0.022,0.341,,0.026,0.023,0.026,1019112101351000086,0000,0,11nn,AABU,-6,50,27,48,0.136,0.04982
48,48,102.7484,11.02936,2.0,14.07,14.24,14.06,13.95,14.0,13.75,13.73,13.72,48.00,0.04,0.0,J065059.61+110145.5,102.7483917,11.0293317,0.0576,0.0563,62.3,13.726,13.751,12.255,8.886,0.027,0.038,,,0.032,0.037,0.046,1030110601351042483,0000,0,11nn,AAUU,220,102,20,112,0.099,0.106026
212,212,102.798518,-0.304842,2.0,13.76,14.0,13.17,12.81,12.79,12.3,12.18,12.13,212.00,0.8,0.0,J065111.63-001817.5,102.7984827,-0.304878,0.0421,0.0381,169.6,11.958,11.925,11.654,8.293,0.023,0.022,0.296,,0.026,0.022,0.027,1028100001351019239,0000,1,43nn,AABU,74,50,81,50,0.1,0.181608
952,954,102.8430914,-0.2858156,2.0,15.05,15.12,14.62,14.06,14.17,13.44,13.15,12.98,952.00,0.98,1.0,J065122.33-001709.1,102.8430538,-0.285877,0.0469,0.0443,148.6,12.867,12.587,11.914,8.889,0.025,0.026,0.323,,0.023,0.025,0.027,1028100001351019334,0000,0,nnnn,AABU,106,61,-31,64,0.273,0.259126
862,864,102.86676,11.270406,2.0,13.18,12.23,12.42,12.01,12.09,11.95,11.95,11.92,862.00,0.12,0.0,J065128.01+111613.4,102.8667444,11.2703916,0.044,0.041,156.0,11.905,11.933,11.779,8.944,0.024,0.024,0.29,,0.026,0.023,0.026,1030110601351061156,0000,0,00nn,AABU,13,51,24,50,0.136,0.07568
692,694,105.7442908,4.5595814,2.0,13.98,12.28,12.17,11.88,11.88,11.74,11.76,11.73,692.00,0.07,0.0,J070258.62+043334.5,105.7442812,4.5595888,0.0403,0.0372,177.6,11.76,11.783,12.19,9.03,0.022,0.021,0.428,,0.021,0.024,0.023,1063104501351037438,0000,0,00nn,AACU,-31,47,77,48,0.03,0.043605
382,383,301.6830486,31.783355,2.0,13.87,12.77,12.65,12.43,12.34,11.85,11.81,11.72,382.00,0.06,0.0,J200643.91+314659.5,301.6829673,31.7832182,0.0474,0.0467,3.5,11.512,11.69,10.363,7.798,0.025,0.027,0.081,0.156,0.023,0.025,0.024,3017131801351031199,000d,1,010n,AAAB,109,59,-84,60,0.588,0.551732
899,901,302.487535,31.3699297,2.0,13.93,13.62,12.64,12.23,12.09,11.76,11.67,11.6,899.00,0.07,0.0,J200956.99+312211.3,302.4874899,31.3698244,0.0409,0.0384,8.6,11.178,11.225,11.069,8.921,0.023,0.021,0.155,0.353,0.02,0.026,0.022,3017131801351023455,00hH,1,99nn,AABB,-59,38,93,38,0.358,0.403559
404,405,305.334852,41.655735,2.0,17.8,16.84,14.42,13.92,12.95,10.6,9.97,9.62,404.00,0.0,0.0,J202120.36+413920.5,305.3348606,41.6557112,0.038,0.0353,25.9,9.38,9.314,9.731,8.928,0.022,0.02,0.099,,0.02,0.019,0.016,3053142401351003960,0000,0,011n,AAAU,-47,30,-30,31,0.047,0.088812
406,407,306.065207,41.793389,2.0,18.31,16.86,14.39,13.88,12.86,10.36,9.66,9.31,406.00,0.0,0.0,J202415.64+414736.1,306.0651966,41.7933644,0.033,0.0322,36.8,9.069,8.979,7.556,4.139,0.022,0.02,0.02,0.028,0.02,0.018,0.015,3053142401351000066,0000,1,0012,AAAA,-30,29,135,29,0.094,0.092809
554,555,306.1497194,41.3602828,2.0,17.81,16.48,14.3,13.83,12.9,10.61,9.95,9.61,554.00,0.0,0.0,J202435.92+412137.0,306.149708,41.3602878,0.0388,0.0335,17.1,9.363,9.312,9.411,8.323,0.022,0.019,0.102,,0.021,0.017,0.016,3065140801351044631,0000,0,nnnn,AAAU,-7,30,25,30,0.104,0.035575
387,388,306.613951,41.797872,2.0,17.55,16.52,14.72,14.31,13.57,11.65,11.1,10.81,387.00,0.0,1.0,J202627.35+414752.2,306.6139721,41.7978488,0.0596,0.0582,148.3,10.652,10.629,8.953,5.952,0.029,0.033,,,0.02,0.018,0.017,3074142401351008315,0000,0,00nn,AAUU,27,42,6,42,0.028,0.100798
648,650,306.8391144,41.7869019,2.0,15.27,14.88,13.48,13.0,12.66,11.32,10.98,10.8,648.00,0.26,1.0,J202721.39+414712.7,306.839125,41.7868755,0.0452,0.0429,11.3,10.71,10.698,10.29,7.964,0.024,0.026,,,0.022,0.018,0.017,3074142401351006398,0000,0,21nn,AAUU,-55,35,0,34,0.045,0.099283
351,352,306.8893803,41.5866331,2.0,16.9,16.07,14.54,14.19,13.55,11.88,11.43,11.2,351.00,0.0,1.0,J202733.45+413511.8,306.8893964,41.5866334,0.0467,0.0454,180.0,11.047,11.014,10.697,7.342,0.024,0.027,,,0.022,0.018,0.017,3065140801351040879,000d,0,00nn,AAUU,78,40,-28,39,0.099,0.043442
551,552,307.379361,41.341331,2.0,17.06,15.96,14.06,13.6,12.83,10.84,10.25,9.94,551.00,0.0,1.0,J202931.06+412028.7,307.3794498,41.3413306,0.0403,0.0381,28.2,9.678,9.651,8.985,5.593,0.023,0.021,,,0.021,0.019,0.017,3065140801351036667,0000,0,44nn,AAUU,-16,38,-109,37,0.154,0.240136
400,401,307.561618,41.358015,2.0,19.13,17.72,15.33,14.83,13.85,11.46,10.76,10.42,400.00,0.0,0.0,J203014.79+412128.8,307.561643,41.358008,0.0392,0.0375,9.9,10.141,10.073,8.09,3.286,0.024,0.022,0.046,0.044,0.021,0.018,0.017,3065140801351038758,0dhh,1,0003,AAAA,30,34,-106,33,0.067,0.072078
357,358,307.7296158,41.0574222,2.0,16.59,15.58,13.87,13.46,12.82,11.03,10.58,10.33,357.00,0.0,1.0,J203055.11+410326.7,307.7296365,41.0574305,0.042,0.0381,0.0,10.174,10.171,11.213,8.523,0.023,0.022,,,0.024,0.016,0.014,3085140801351031535,00hH,0,nnnn,AAUU,-125,33,10,32,0.095,0.063772
206,206,307.784176,40.969137,2.0,17.33,16.11,14.25,13.84,13.12,11.26,10.71,10.43,206.00,0.0,1.0,J203108.16+405808.7,307.7840272,40.9691062,0.0407,0.0378,18.0,10.133,10.077,10.195,6.686,0.023,0.021,0.402,0.492,0.021,0.021,0.017,3085140801351029297,0000,1,00nn,AACC,-14,33,-90,33,0.47,0.419348
1044,1046,307.7920183,41.5153636,2.0,17.04,16.05,14.55,14.22,13.65,12.16,11.81,11.58,1.044.00,0.0,0.0,J203110.08+413055.2,307.7920207,41.5153387,0.0406,0.0378,20.0,11.409,11.443,11.434,8.321,0.023,0.021,0.277,0.475,0.022,0.015,0.02,3085140801351049871,0000,0,00nn,AABC,31,41,-106,40,0.016,0.089801
678,680,307.8023292,40.5904686,2.0,18.09,16.66,14.74,14.34,13.6,11.82,11.33,11.09,678.00,0.0,1.0,J203112.54+403525.9,307.8022521,40.5905455,0.042,0.0395,17.0,10.861,10.844,11.599,9.069,0.024,0.023,,,0.022,0.018,0.017,3085140801351010429,0hh0,0,22nn,AAUU,-73,36,76,35,0.273,0.347951
221,221,307.8161506,45.4200264,2.0,13.3,15.09,12.91,11.76,11.81,10.49,10.24,10.01,221.00,0.35,1.0,J203115.87+452512.1,307.8161514,45.4200482,0.0361,0.0339,29.0,9.643,9.408,8.916,8.727,0.023,0.02,0.029,0.318,0.02,0.021,0.018,3088145401351035596,0h00,0,110n,AAAB,-15,36,-23,61,0.091,0.078423
948,950,307.8276564,45.5547958,2.0,14.42,14.1,13.63,13.05,12.86,12.07,11.81,11.75,948.00,0.11,0.0,J203118.62+453317.4,307.8276041,45.5548453,0.0419,0.0398,19.5,11.639,11.681,11.839,9.278,0.023,0.023,0.359,,0.023,0.023,0.023,3088145401351035522,00h0,0,00nn,AACU,-43,41,-34,40,0.174,0.221658
936,938,307.8462903,41.3662294,2.0,17.77,16.49,14.26,13.79,12.92,10.81,10.22,9.91,936.00,0.0,0.0,J203123.10+412158.4,307.8462842,41.3662268,0.0415,0.0403,122.7,9.731,9.682,9.615,7.532,0.024,0.022,0.152,,0.024,0.016,0.013,3085140801351049761,HH00,0,nn0n,AABU,-17,33,-81,37,0.081,0.019082
403,404,307.867893,40.549046,2.0,18.82,17.44,14.65,14.1,12.95,10.51,9.86,9.51,403.00,0.0,0.0,J203128.28+403256.5,307.867862,40.5490391,0.0401,0.0361,17.2,9.286,9.21,9.575,8.203,0.024,0.02,0.139,,0.02,0.018,0.016,3085140801351010100,0h00,1,110n,AABU,19,34,102,32,0.133,0.088373
441,442,307.924164,40.975877,2.0,18.15,16.4,14.28,13.86,12.98,10.76,10.18,9.83,441.00,0.0,1.0,J203141.80+405833.2,307.9241745,40.975907,0.0394,0.0367,8.5,9.568,9.493,8.869,6.079,0.023,0.021,0.06,,0.02,0.016,0.014,3085140801351029414,PP00,0,nn1n,AAAU,-20,34,19,34,0.123,0.111836
398,399,308.016323,39.820718,2.0,18.81,17.45,14.65,14.09,12.88,10.34,9.65,9.29,398.00,0.0,0.0,J203203.92+394914.5,308.0163716,39.8206988,0.0359,0.0333,24.7,9.031,8.94,9.003,6.015,0.021,0.019,0.129,0.158,0.02,0.018,0.016,3077139301351031582,0000,1,nnnn,AABB,55,30,127,30,0.077,0.151136
401,402,308.1472356,41.2459394,2.0,17.56,16.46,13.81,13.27,12.2,9.78,9.14,8.75,401.00,0.0,0.0,J203235.34+411445.9,308.1472887,41.2460942,0.0368,0.0338,28.7,8.366,8.202,8.643,6.797,0.022,0.019,0.057,,0.021,0.021,0.016,3085140801351034463,dddd,1,461n,AAAU,197,31,266,31,0.541,0.575597
314,315,308.1880639,34.5015142,2.0,15.83,15.34,14.05,13.73,13.29,12.08,11.75,11.66,314.00,0.0,1.0,J203245.13+343005.4,308.1880548,34.5015066,0.0411,0.0388,20.2,11.541,11.528,11.223,9.275,0.023,0.022,0.165,,0.021,0.019,0.025,3088134801351013496,dd00,0,11nn,AABU,-72,44,-41,45,0.17,0.038369
362,363,308.1972797,41.0134283,2.0,18.5,17.19,15.15,14.73,13.94,11.99,11.38,11.1,362.00,0.0,1.0,J203247.35+410048.4,308.197295,41.0134649,0.0675,0.0537,92.7,10.992,10.977,11.388,6.67,0.033,0.034,0.369,,0.025,0.03,0.018,3085140801351026883,dddd,0,nnnn,AACU,,,,,0.142,0.138214
402,403,308.255134,40.542745,2.0,19.45,17.23,14.22,13.63,12.36,9.65,8.91,8.51,402.00,0.0,0.0,J203301.24+403233.7,308.2551924,40.5427131,0.0362,0.0338,14.5,8.277,8.197,8.018,4.607,0.022,0.02,0.038,0.057,0.021,0.018,0.016,3085140801351012335,00hD,1,011n,AAAA,24,32,-13,33,0.049,0.196743
995,997,308.306357,40.964083,2.0,19.14,17.45,15.15,14.67,13.78,11.55,10.97,10.65,995.00,0.0,1.0,J203313.52+405750.7,308.3063551,40.964097,0.0384,0.035,15.1,10.451,10.462,9.855,5.589,0.022,0.02,,,0.02,0.018,0.014,3085140801351027994,00hd,0,01nn,AAUU,18,35,-53,34,0.046,0.050741
953,955,308.360821,42.311689,2.0,18.64,17.39,15.36,14.93,14.1,12.05,11.49,11.22,953.00,0.0,0.0,J203326.59+421842.0,308.3608125,42.3116817,0.048,0.0469,14.2,11.008,10.983,10.796,7.687,0.025,0.027,,,0.02,0.021,0.02,3074142401351019794,0dHH,1,11nn,AAUU,-28,42,-163,40,0.07,0.034635
