,umag,gmag,rmag,imag,Hamag,Jmag,Hmag,Kmag,umag_gmag_rmag,umag_gmag_imag,umag_gmag_Hamag,umag_rmag_imag,umag_rmag_Hamag,umag_imag_Hamag,gmag_rmag_imag,gmag_rmag_Hamag,gmag_imag_Hamag,rmag_imag_Hamag,Jmag_Hmag_Kmag,outlier_columns,vsini,DEJ2000,e_gmag,Mass,e_y-Ha,e_rmag,e_logg,WHa06,clean,y-Ha,Rad,e_Mass,e_umag,e_Teff,e_vsini,b-y,MG,ymag,e_imag,Cluster,e_Hamag,e_ymag,e_Kmag,e_b-y,Teff,logg,Vc,WHa05,e_Jmag,RAJ2000,loggP,e_Rad,WHa07,SB?,e_Hmag,Code
527,18.37,16.83,15.33,14.62,14.91,13.34,12.732,12.596,0.8322077922077958,0.1312865497076059,0.562056074766359,2.176374269005848,2.6317757009345804,4.113177570093461,1.0889473684210504,1.3057009345794375,2.425467289719626,0.7913084112149544,0.4924444444444457,umag_gmag_rmag,,-30.139,0.0,,0.068,0.0,,,True,1.101,,,0.02,,,0.934,423,16.033,0.0,NGC 2489,0.0,0.042,0.027,0.065,,,,,0.023,118.9867083,,,,,0.023,O
584,16.51,14.86,13.29,12.47,12.89,10.999,10.284,10.068,0.9091774891774912,0.1265497076023423,0.646588785046732,2.222573099415209,2.831214953271032,4.5659813084112155,1.095263157894738,1.3849532710280383,2.702056074766354,0.9377570093457929,0.531470588235293,umag_gmag_rmag,,-30.03725,0.0,,0.048,0.0,,,False,1.167,,,0.01,,,1.008,165,14.033,0.0,NGC 2489,0.0,0.023,0.019,0.038,,,,,0.028,119.035875,,,,,0.024,O
601,15.77,14.35,13.04,12.42,12.71,11.257,10.61,10.486,0.8018614718614716,0.18976608187134536,0.5846728971962624,1.975847953216376,2.4092523364486,3.7131775700934586,0.9510526315789484,1.1573364485981321,2.1454672897196265,0.7013084112149528,0.5416405228758183,umag_gmag_rmag,,-27.9945833,0.0,,0.048,0.0,,,True,1.014,,,0.0,,,0.812,338,13.68,0.0,NGC 2483,0.0,0.03,0.024,0.046,,,,,0.026,119.0488333,,,,,0.025,O
626,17.92,17.37,16.29,15.66,15.99,14.584,13.219,14.101,0.04038961038961031,-0.5399999999999996,-0.15289719626168174,0.8636842105263197,1.3384112149532748,2.6732710280373846,0.7152631578947393,0.9412149532710304,1.9551869158878514,0.7225233644859803,2.1144117647058835,Jmag_Hmag_Kmag,,-29.9950556,0.01,,0.103,0.01,,,True,0.732,,,0.02,,,0.261,71,16.255,0.0,NGC 2489,0.01,0.066,0.075,0.087,,,,,0.04,119.0599167,,,,,,F
659,14.58,14.19,13.58,13.22,13.45,12.552,9.734,9.546,0.10216450216450301,-0.22830409356725012,0.013084112149533256,0.5621052631578956,0.8736448598130834,1.6480373831775679,0.4015789473684208,0.5498598130841112,1.1408878504672875,0.4244859813084103,2.6582614379084957,Jmag_Hmag_Kmag,,-30.0932222,0.0,,0.047,0.0,,,False,0.542,,,0.0,,,0.439,345,13.781,0.01,NGC 2489,0.0,0.018,,0.027,,,,,0.084,119.0812083,,,,,,O
725,19.4,17.54,15.59,14.54,15.12,12.685,11.941,11.653,0.9398701298701297,-0.05228070175438626,0.6273831775700931,2.532807017543858,3.353177570093456,5.586355140186916,1.3421052631578938,1.7325700934579429,3.4309345794392523,1.2126168224299072,0.49929411764705844,umag_gmag_rmag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-30.0842222,0.01,,0.074,0.01,,,True,1.304,,,0.08,,,0.963,329,16.329,0.01,NGC 2489,0.01,0.049,0.041,0.075,,,,,0.061,119.1400417,,,,,0.051,O
753,18.62,16.36,14.31,13.12,13.85,11.255,10.392,10.143,1.2926839826839849,0.19473684210526487,0.9815420560747683,2.86251461988304,3.862897196261682,6.414205607476638,1.3610526315789455,1.8371962616822417,3.782383177570094,1.3946728971962632,0.651431372549022,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-30.1403611,0.0,,0.058,0.0,,,False,1.527,,,0.03,,,1.33,426,15.373,0.01,NGC 2489,0.01,0.036,0.025,0.061,,,,,0.027,119.19725,,,,,0.026,O
760,17.25,15.25,13.48,12.53,12.88,10.849,10.027,9.779,1.164805194805195,0.26619883040935655,0.7928504672897203,2.614444444444443,3.186822429906542,5.158317757009348,1.219999999999999,1.4924299065420559,2.9800467289719643,1.048130841121497,0.6112810457516356,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-44.9106111,0.01,,0.053,0.0,,,False,1.228,,,0.01,,,1.23,57,14.238,0.0,NGC 2659,0.0,0.034,0.019,0.058,,,,,0.024,130.55925,,,,,0.022,O
771,15.47,14.05,12.7,11.98,12.15,10.801,10.166,10.002,0.7829870129870123,0.10052631578947357,0.4522429906542056,1.8942105263157925,2.235420560747666,3.702897196261682,0.9331578947368442,1.0955607476635534,2.1963084112149533,0.767663551401868,0.4956535947712419,umag_gmag_rmag,,-44.971,0.0,,0.045,0.0,,,False,0.997,,,0.01,,,0.887,153,13.271,0.0,NGC 2659,0.0,0.024,0.019,0.038,,,,,0.023,130.5959167,,,,,0.022,O
772,16.61,15.05,13.52,12.69,13.14,11.294,10.581,10.396,0.8380519480519463,0.0556725146198811,0.5871495327102793,2.0804093567251463,2.7206542056074774,4.4835514018691605,1.0494736842105274,1.354205607476637,2.6943457943925253,0.9561682242990658,0.555810457516342,umag_gmag_rmag,,-44.8896111,0.0,,0.054,0.0,,,False,1.091,,,0.01,,,1.026,34,14.169,0.0,NGC 2659,0.0,0.033,0.021,0.053,,,,,0.024,130.5992917,,,,,0.022,O
780,17.61,15.17,13.34,12.33,12.7,10.499,9.712,9.433,1.576493506493506,0.6297076023391812,1.1819158878504668,3.0414619883040936,3.647943925233644,5.7433644859813064,1.245263157894737,1.5339252336448597,3.114906542056074,1.1137383177570088,0.5499411764705892,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-45.0085,0.01,,0.051,0.01,,,False,1.302,,,0.01,,,1.278,204,14.109,0.0,NGC 2659,0.0,0.033,0.019,0.057,,,,,0.022,130.6245417,,,,,0.022,O
802,16.23,14.69,13.11,12.27,12.68,10.88,10.211,10.042,0.7944588744588754,-0.0025730994152035613,0.5162149532710294,2.098245614035089,2.7020560747663565,4.473457943925235,1.093684210526316,1.3810747663551404,2.724626168224299,0.9549532710280373,0.5254052287581701,umag_gmag_rmag,,-44.99225,0.01,,0.049,0.01,,,False,1.076,,,0.01,,,0.994,177,13.739,0.01,NGC 2659,0.01,0.029,0.048,0.046,,,,,0.065,130.6895833,,,,,0.065,O
805,17.82,16.03,14.29,13.35,13.89,11.645,10.893,10.677,0.9689610389610372,0.08169590643274693,0.6999999999999991,2.386608187134505,3.1412149532710307,5.146261682242992,1.1957894736842127,1.55495327102804,3.0812149532710302,1.0914018691588783,0.5684705882352921,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-44.9068056,0.01,,0.067,0.0,,,True,1.18,,,0.02,,,1.218,49,15.017,0.0,NGC 2659,0.0,0.044,0.021,0.076,,,,,0.023,130.6963333,,,,,0.023,O
815,17.71,15.42,13.55,12.59,13.07,10.895,10.129,9.912,1.407619047619049,0.48608187134503034,1.0930373831775715,2.9922807017543853,3.6934579439252335,5.721121495327104,1.3142105263157884,1.6479439252336439,3.186635514018692,1.0945794392523374,0.5816209150326809,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-44.9015278,0.01,,0.057,0.0,,,False,1.289,,,0.02,,,1.201,44,14.386,0.0,NGC 2659,0.0,0.036,0.021,0.062,,,,,0.023,130.7160833,,,,,0.022,O
899,19.54,16.54,14.13,13.09,13.82,11.019,10.052,9.689,1.8628138528138536,0.800877192982457,1.6145794392523374,4.144970760233916,5.108691588785045,7.364205607476635,1.8078947368421032,2.2665887850467272,3.992383177570093,1.2446728971962628,0.6585686274509813,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,,-53.8449167,0.01,,0.075,0.0,,,False,1.459,,,0.05,,,1.435,382,15.246,0.0,Ruprecht 79,0.0,0.046,0.019,0.073,,,,,0.024,145.1184167,,,,,0.025,O
901,18.87,16.6,14.53,13.65,14.27,11.833,11.027,10.748,1.293246753246752,0.38959064327485304,1.0832242990654195,3.269590643274857,4.08728971962617,5.996448598130841,1.5605263157894764,1.9497196261682266,3.410654205607477,1.0538317757009334,0.5689411764705893,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag,,-53.791,0.0,,0.075,0.0,,,True,1.292,,,0.03,,,1.241,188,15.514,0.0,Ruprecht 79,0.0,0.045,0.021,0.072,,,,,0.023,145.1237083,,,,,0.022,O
905,15.63,15.23,14.48,14.17,14.46,13.274,13.287,12.773,0.04610389610389648,-0.27567251461988296,0.007803738317757658,0.772923976608187,1.1305607476635522,1.8231775700934598,0.5705263157894734,0.7407476635514021,1.2754672897196273,0.391308411214954,-0.44973202614379343,Jmag_Hmag_Kmag,,-53.9184167,0.0,,0.068,0.0,,,True,0.423,,,0.0,,,0.4,642,14.884,0.0,Ruprecht 79,0.0,0.029,,0.041,,,,,,145.12575,,,,,0.106,B
906,20.11,16.77,14.16,12.97,13.82,10.665,9.66,9.27,2.108441558441559,0.9177777777777787,1.8374299065420565,4.5025146198830415,5.619532710280374,8.204485981308409,1.9210526315789473,2.4527102803738314,4.431542056074765,1.4283177570093453,0.6736274509803908,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag | rmag_imag_Hamag,,-53.9203611,0.01,,0.077,0.0,,,True,1.634,,,0.08,,,1.616,649,15.421,0.0,Ruprecht 79,0.0,0.05,0.023,0.083,,,,,0.022,145.1267083,,,,,0.022,O
907,18.63,16.91,15.07,14.29,14.84,12.675,11.948,11.693,0.8517748917748907,0.04994152046783462,0.6656542056074757,2.6112280701754362,3.3364485981308394,5.028785046728973,1.3884210526315783,1.7335981308411212,3.0286448598130855,0.9342056074766368,0.5103333333333331,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag,,-53.8279722,0.0,,0.081,0.0,,,True,1.121,,,0.03,,,1.178,325,15.915,0.0,Ruprecht 79,0.0,0.049,0.019,0.077,,,,,0.022,145.128125,,,,,0.022,O
910,17.69,16.07,14.55,13.89,14.31,12.741,12.085,11.854,0.902770562770564,0.2304093567251475,0.7235514018691602,2.337192982456141,2.9067289719626173,4.325981308411215,1.1378947368421048,1.408971962616822,2.4920560747663547,0.7777570093457945,0.4597254901960759,umag_gmag_rmag | umag_gmag_Hamag,,-53.8908333,0.0,,0.072,0.0,,,True,0.994,,,0.01,,,0.863,560,15.255,0.01,Ruprecht 79,0.0,0.038,0.026,0.057,,,,,0.03,145.1317083,,,,,0.035,O
915,17.55,15.45,13.65,12.81,13.36,11.235,10.524,10.258,1.2506493506493528,0.4171929824561429,1.035467289719628,2.8782456140350883,3.618130841121495,5.42878504672897,1.313684210526315,1.6658411214953257,3.048644859813082,0.9942056074766351,0.4849869281045755,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-53.7468611,0.01,,0.066,0.01,,,False,1.169,,,0.01,,,1.067,89,14.497,0.01,Ruprecht 79,0.0,0.034,0.019,0.052,,,,,0.022,145.1380833,,,,,0.022,O
922,17.05,16.74,15.01,14.18,14.56,12.556,11.993,11.534,-0.5063203463203433,-1.3218128654970727,-0.8003738317756974,1.0304093567251473,1.6026168224299082,3.3458878504672915,1.249473684210525,1.521822429906541,2.84233644859813,0.9365420560747667,0.1729999999999992,umag_gmag_imag,,-53.7678333,0.0,,0.076,0.0,,,False,1.499,,,0.01,,,0.999,137,15.899,0.01,Ruprecht 79,0.01,0.046,0.021,0.071,,,,,0.022,145.1452917,,,,,0.022,O
939,15.76,14.28,12.91,12.4,12.73,11.386,10.8,10.628,0.8335497835497844,0.28163742690058613,0.6905140186915899,2.2296491228070177,2.6750467289719624,3.7732710280373825,1.0747368421052625,1.2867289719626163,2.1251869158878494,0.6025233644859811,0.43985620915032486,umag_gmag_rmag | umag_gmag_Hamag,,-53.7883889,0.0,,0.061,0.0,,,True,0.891,,,0.0,,,0.744,184,13.551,0.0,Ruprecht 79,0.0,0.024,0.029,0.035,,,,,0.024,145.1602083,,,,,0.027,O
940,19.24,17.67,16.11,15.37,15.81,14.316,13.632,13.448,0.8338961038960996,0.10391812865496619,0.6226168224299029,2.2298830409356714,2.838411214953271,4.421028037383178,1.1315789473684232,1.4212149532710308,2.626915887850471,0.863364485981309,0.5276601307189559,umag_gmag_rmag,,-53.8125833,0.01,,0.094,0.01,,,True,0.982,,,0.04,,,0.683,261,16.63,0.01,Ruprecht 79,0.01,0.058,0.074,0.086,,,,,0.067,145.160375,,,,,0.104,O
943,19.79,16.82,14.37,13.28,14.08,11.127,10.145,9.784,1.8139393939393924,0.7135087719298232,1.574392523364485,4.094152046783626,5.138130841121496,7.511869158878505,1.8189473684210538,2.3158411214953287,4.134392523364488,1.3142990654205609,0.6752679738562113,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag | gmag_rmag_imag | gmag_rmag_Hamag | gmag_imag_Hamag,,-53.8363889,0.01,,0.077,0.0,,,True,1.507,,,0.06,,,1.496,351,15.55,0.0,Ruprecht 79,0.0,0.049,0.019,0.081,,,,,0.023,145.16325,,,,,0.022,O
968,17.17,16.96,16.04,15.58,15.89,13.921,14.606,14.417,-0.22411255411255404,-0.669649122807017,-0.3349999999999992,0.5704678362573138,0.9842056074766394,1.9782242990654226,0.6536842105263181,0.8506074766355164,1.6103271028037394,0.5469158878504665,-0.8455882352941182,Jmag_Hmag_Kmag,,-53.8668333,0.01,,0.089,0.01,,,True,0.551,,,0.01,,,0.522,463,16.212,0.01,Ruprecht 79,0.01,0.049,0.103,0.069,,,,,,145.1959583,,,,,0.074,O
1015,18.45,16.61,14.77,13.88,14.47,12.245,11.475,11.253,0.9717748917748917,0.09982456140350981,0.7500000000000007,2.5974269005847965,3.3884112149532717,5.3088785046728955,1.3247368421052639,1.7012149532710283,3.168364485981307,1.0554205607476623,0.5813725490196078,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-53.8586389,0.0,,0.076,0.0,,,True,1.206,,,0.02,,,1.127,436,15.62,0.0,Ruprecht 79,0.0,0.045,0.026,0.07,,,,,0.027,145.233875,,,,,0.024,O
1016,17.35,15.84,14.32,13.66,14.08,12.452,11.844,11.661,0.7927705627705646,0.12040935672514808,0.6135514018691608,2.2271929824561414,2.796728971962618,4.215981308411216,1.1378947368421048,1.408971962616822,2.4920560747663547,0.7777570093457945,0.45250980392156936,umag_gmag_rmag,,-53.9041667,0.0,,0.069,0.0,,,False,0.997,,,0.01,,,0.815,603,15.036,0.01,Ruprecht 79,0.0,0.035,0.025,0.052,,,,,0.026,145.2340833,,,,,0.024,O
1018,18.71,16.97,15.06,14.15,14.78,12.469,11.747,11.48,0.8387445887445916,-0.057543859649119566,0.6245327102803764,2.543099415204679,3.377850467289719,5.3489719626168215,1.3831578947368404,1.780467289719624,3.2880841121495306,1.0866355140186914,0.4951372549019608,umag_gmag_rmag | umag_rmag_Hamag | umag_imag_Hamag,,-53.8875556,0.01,,0.081,0.0,,,True,1.196,,,0.03,,,1.233,546,15.957,0.01,Ruprecht 79,0.0,0.05,0.021,0.081,,,,,0.026,145.2352083,,,,,0.028,O
1037,18.47,17.82,16.65,16.05,16.44,15.086,14.624,13.208,0.09792207792207575,-0.4782456140350888,-0.05289719626168299,1.0901754385964941,1.6158878504672927,2.90841121495327,0.8226315789473715,1.0728504672897226,2.059766355140187,0.7093457943925214,-0.7411372549019613,Jmag_Hmag_Kmag,,-53.7883056,0.01,,0.136,0.01,,,True,0.521,,,0.03,,,0.534,183,16.685,0.01,Ruprecht 79,0.01,0.088,,0.122,,,,,0.065,145.2562083,,,,,0.079,O
1087,18.16,16.48,14.63,13.78,14.32,12.015,11.305,11.012,0.807056277056277,-0.04105263157894812,0.5798130841121494,2.496081871345027,3.2286915887850456,5.056261682242992,1.3578947368421042,1.7065887850467285,3.10121495327103,1.0014018691588802,0.4610457516339884,umag_gmag_rmag | umag_rmag_Hamag,,-53.7097222,0.0,,0.075,0.0,,,False,1.183,,,0.02,,,1.137,4,15.496,0.01,Ruprecht 79,0.01,0.043,0.021,0.068,,,,,0.021,145.3616667,,,,,0.021,O
1089,18.82,16.84,14.96,14.01,14.54,12.153,11.416,11.125,1.092900432900434,0.17608187134502984,0.8085046728971965,2.7044444444444427,3.4517757009345775,5.473738317757009,1.3299999999999985,1.6857009345794376,3.2237850467289717,1.0985981308411223,0.4897450980392155,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-53.7095833,0.0,,0.08,0.01,,,False,1.216,,,0.03,,,1.274,3,15.789,0.01,Ruprecht 79,0.01,0.049,0.023,0.08,,,,,0.024,145.36825,,,,,0.024,O
1094,17.75,15.5,13.59,12.65,13.28,11.02,10.242,9.969,1.3487445887445888,0.4333333333333338,1.119252336448598,3.016608187134504,3.8586915887850464,5.888971962616821,1.3657894736842109,1.766588785046729,3.3180841121495317,1.1166355140186908,0.546039215686272,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-53.8039167,0.0,,0.067,0.01,,,False,1.236,,,0.02,,,1.149,229,14.489,0.0,Ruprecht 79,0.01,0.035,0.019,0.054,,,,,0.022,145.3820417,,,,,0.022,O
1095,18.3,16.24,14.4,13.57,14.1,11.965,11.197,10.948,1.191774891774895,0.3580701754386002,0.9700000000000031,2.8904093567251468,3.6084112149532706,5.393738317757009,1.3594736842105244,1.701214953271026,3.06378504672897,0.9785981308411213,0.5564313725490213,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-53.9314722,0.0,,0.072,0.0,,,True,1.182,,,0.02,,,1.16,687,15.261,0.01,Ruprecht 79,0.0,0.041,0.019,0.065,,,,,0.026,145.3825417,,,,,0.022,O
1102,17.54,16.09,14.23,13.23,13.93,11.597,10.977,10.718,0.572337662337662,-0.3730409356725146,0.34981308411214895,2.093625730994151,3.018411214953269,5.186635514018689,1.2810526315789468,1.7212149532710272,3.380093457943924,1.1962616822429906,0.39993464052287475,umag_imag_Hamag,,-53.8865,0.0,,0.071,0.01,,,False,1.185,,,0.01,,,1.127,543,15.106,0.01,Ruprecht 79,0.01,0.04,0.024,0.061,,,,,0.024,145.3928333,,,,,0.029,O
1104,18.31,16.42,14.64,13.86,14.38,12.254,11.544,11.281,1.0500865800865766,0.25818713450291986,0.8509345794392491,2.7212280701754357,3.4172897196261665,5.101214953271029,1.3284210526315796,1.6597196261682257,2.946355140186919,0.925794392523366,0.4865359477124175,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-53.8104167,0.01,,0.075,0.0,,,False,1.13,,,0.02,,,1.123,254,15.455,0.01,Ruprecht 79,0.0,0.043,0.024,0.067,,,,,0.033,145.3940417,,,,,0.025,O
1125,17.91,15.83,14.15,13.37,13.74,11.831,11.08,10.872,1.2872727272727276,0.5119298245614032,1.0154672897196266,2.8112280701754373,3.3614953271028036,5.003364485981311,1.2284210526315782,1.490327102803738,2.734906542056076,0.8837383177570107,0.5742679738562084,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag,,-57.6515278,0.01,,0.095,0.01,,,False,1.094,,,0.01,,,1.136,232,14.872,0.01,IC 2581,0.0,0.067,0.023,0.11,,,,,0.024,156.7074167,,,,,0.024,O
1149,17.64,15.49,13.57,12.66,13.13,10.965,10.131,9.837,1.2440259740259745,0.34608187134502977,0.9479439252336457,2.963099415204679,3.6423364485981318,5.5685981308411225,1.393157894736842,1.7164485981308413,3.179205607476636,1.0417757009345798,0.5841960784313718,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-57.6180556,0.0,,0.085,0.0,,,False,1.291,,,0.01,,,1.088,172,14.461,0.01,IC 2581,0.0,0.061,0.021,0.096,,,,,0.024,156.7845833,,,,,0.024,O
1209,16.73,15.22,13.79,13.07,13.35,11.78,11.102,10.959,0.8352380952380943,0.13953216374268984,0.5575233644859808,2.0642105263157924,2.5123364485981328,4.010654205607476,1.0131578947368443,1.2264485981308428,2.35803738317757,0.798504672897195,0.5564967320261422,umag_gmag_rmag,,-57.5559722,0.0,,0.085,0.0,,,False,0.992,,,0.01,,,0.902,54,14.439,0.0,IC 2581,0.0,0.055,0.023,0.089,,,,,0.026,156.8947917,,,,,0.023,O
1224,17.18,15.57,13.89,13.11,13.5,11.568,10.868,10.698,0.8172727272727269,0.041929824561402596,0.5556542056074762,2.3412280701754367,2.910934579439251,4.558411214953272,1.2284210526315782,1.499579439252336,2.749766355140188,0.8893457943925247,0.5555555555555549,umag_gmag_rmag,,-57.6905556,0.01,,0.088,0.0,,,True,1.168,,,0.01,,,1.033,288,14.676,0.0,IC 2581,0.0,0.061,0.023,0.098,,,,,0.022,156.9165417,,,,,0.022,O
1252,17.86,15.93,14.19,13.4,13.78,11.8,11.102,10.887,1.1089610389610387,0.3173099415204681,0.8349065420560746,2.709064327485381,3.2714953271028038,4.935887850467288,1.2826315789473692,1.5503271028037384,2.8123364485981295,0.8965420560747652,0.5153202614379091,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag,,-57.6155278,0.0,,0.1,0.01,,,False,1.157,,,0.02,,,1.061,167,15.01,0.0,IC 2581,0.01,0.071,0.024,0.116,,,,,0.028,156.9608333,,,,,0.029,O
1260,16.08,14.36,12.83,12.11,12.41,10.708,10.037,9.838,0.9980519480519473,0.2857894736842095,0.7267757009345789,2.374210526315787,2.8417757009345777,4.345700934579439,1.1131578947368412,1.3357009345794386,2.4728971962616826,0.8041121495327112,0.5019150326797366,umag_gmag_rmag | umag_gmag_Hamag,,-57.7216389,0.0,,0.07,0.0,,,False,1.05,,,0.01,,,0.94,344,13.505,0.0,IC 2581,0.0,0.045,0.019,0.069,,,,,0.022,156.9720833,,,,,0.021,O
1272,16.87,14.44,12.51,11.62,12.13,9.924,9.015,8.747,1.5193073593073612,0.6324561403508788,1.2534112149532735,3.2774269005847962,3.9906542056074787,5.888691588785051,1.4147368421052626,1.7542056074766357,3.1989252336448613,1.0329906542056084,0.6812875816993448,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-57.6604167,0.01,,0.073,0.0,,,False,1.286,,,0.01,,,1.168,246,13.404,0.0,IC 2581,0.0,0.051,0.021,0.08,,,,,0.023,157.0076667,,,,,0.022,O
1281,17.16,15.57,13.99,13.27,13.61,11.846,11.186,10.995,0.8444588744588744,0.12391812865497043,0.5916822429906539,2.294210526315789,2.8006542056074757,4.315794392523364,1.163157894736842,1.4042056074766354,2.5526168224299073,0.815327102803739,0.49771241830065316,umag_gmag_rmag,,-57.7299444,0.01,,0.092,0.0,,,False,1.074,,,0.01,,,0.99,356,14.744,0.01,IC 2581,0.0,0.062,0.021,0.099,,,,,0.022,157.0175417,,,,,0.024,O
1282,16.89,15.32,13.8,13.1,13.42,11.76,11.089,10.868,0.8527705627705633,0.15491228070175445,0.602242990654206,2.2385380116959053,2.7206542056074756,4.190747663551403,1.1147368421052621,1.3442056074766349,2.457757009345795,0.7897196261682254,0.48322222222222155,umag_gmag_rmag,,-57.7006944,0.0,,0.084,0.0,,,False,1.048,,,0.01,,,0.865,306,14.527,0.01,IC 2581,0.0,0.056,0.023,0.087,,,,,0.023,157.0195417,,,,,0.026,O
1285,17.73,15.4,13.58,12.79,13.21,11.21,10.457,10.182,1.4712121212121212,0.6663157894736838,1.2145327102803745,3.1890643274853794,3.7903738317757023,5.4659813084112185,1.3626315789473682,1.6488317757009352,2.9220560747663575,0.9077570093457958,0.5193398692810456,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag | umag_imag_Hamag,,-57.7066944,0.01,,0.083,0.0,,,False,1.145,,,0.01,,,1.061,319,14.317,0.0,IC 2581,0.0,0.056,0.021,0.089,,,,,0.023,157.0310833,,,,,0.026,O
1293,17.6,15.44,13.74,13.03,13.4,11.529,10.841,10.613,1.3578354978355,0.6238011695906454,1.120934579439255,2.996374269005848,3.529532710280375,5.033364485981312,1.2889473684210515,1.5427102803738313,2.6849065420560754,0.8137383177570104,0.4942745098039224,umag_gmag_rmag | umag_gmag_imag | umag_gmag_Hamag | umag_rmag_imag | umag_rmag_Hamag,,-57.65625,0.0,,0.086,0.0,,,False,1.162,,,0.01,,,0.982,244,14.539,0.0,IC 2581,0.0,0.058,0.021,0.092,,,,,0.024,157.05975,,,,,0.024,O
1299,17.63,15.72,14.04,13.12,13.67,11.634,11.019,10.791,1.117272727272725,0.25269005847952997,0.8658411214953254,2.47093567251462,3.230373831775702,5.198785046728973,1.1473684210526331,1.5088317757009364,3.008644859813086,1.0742056074766357,0.421274509803922,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-5.7658611,0.0,,0.066,0.0,,,False,1.181,,,0.02,,,1.111,8,14.802,0.0,Basel 1,0.0,0.047,0.029,0.074,,,,,0.029,282.0054167,,,,,0.035,O
1301,19.4,17.32,15.43,14.3,15.0,12.923,12.167,11.957,1.1881818181818162,0.15497076023391698,0.8983177570093441,2.595497076023392,3.5520560747663543,5.976635514018688,1.2357894736842119,1.6910747663551409,3.5400934579439243,1.3262616822429896,0.5775686274509815,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag | gmag_imag_Hamag,,-5.9854167,0.01,,0.1,0.01,,,True,1.289,,,0.04,,,1.206,816,16.396,0.01,Basel 1,0.01,0.069,0.029,0.113,,,,,0.031,282.00675,,,,,0.03,O
1311,17.87,16.09,14.32,13.24,13.92,11.977,11.271,11.035,0.9448051948051962,-0.03666666666666507,0.6747196261682258,2.236315789473685,3.1612149532710285,5.481588785046729,1.1447368421052628,1.584953271028037,3.3552336448598123,1.2706542056074768,0.5054771241830055,umag_gmag_rmag | umag_gmag_Hamag | umag_rmag_Hamag | umag_imag_Hamag,,-5.9415833,0.0,,0.073,0.01,,,True,1.254,,,0.01,,,1.158,646,15.252,0.01,Basel 1,0.01,0.052,0.029,0.081,,,,,0.027,282.011625,,,,,0.032,O
